rowno,ptno,ptnm,addr,orgnm,wmyr,wmod,wmwk,wmdep,londgr,lonmin,lonsec,latdgr,latmin,latsec,wmcymd,itemlvl,itemamnt,itemtemp,itemph,itemdoc,itembod,itemcod,itemss,itemtcoli,itemtn,itemtp,itemcd,itemcn,itempb,itemcr6,itemas,itemhg,itemcu,itemabs,itempcb,itemop,itemmn,itemtrans,itemcloa,itemcl,itemzn,itemcr,itemfe,itemphenol,itemnhex,itemec,itemtce,itempce,itemno3n,itemnh3n,itemecoli,itempop,itemdtn,itemdtp,itemfl,itemcol,itemccl4,itemdceth,itemdcm,itembenzene,itemchcl3,itemtoc,itemdehp,itemantimon,itemdiox,itemhcho,itemhcb,itemni,itemba,itemse,createdate
911,1025A60,망월천,서울특별시 강동구 강일동(망월2교),한강유역환경청,2019,03,1회차,,127.00,10.00,38.00,37.00,34.00,2.00,2019.03.05,1.2800,0.1120,11.8000,8.6000,12.7000,2.4000,4.5000,15.0000,,5.7460,0.1090,,,,,,,,,,,,,,,,,,,,3370.0000,,,,,,,,,,,,,,,,1.4000,,,,,,,,,
912,1025A60,망월천,서울특별시 강동구 강일동(망월2교),한강유역환경청,2019,03,2회차,,127.00,10.00,38.00,37.00,34.00,2.00,2019.03.11,1.2900,0.1220,11.3000,8.5000,11.8000,3.8000,5.1000,24.8000,,6.3990,0.2190,,,,,,,,,,,,,,,,,,,,1445.0000,,,,,,,,,,,,,,,,3.9000,,,,,,,,,
913,1025A60,망월천,서울특별시 강동구 강일동(망월2교),한강유역환경청,2019,03,3회차,,127.00,10.00,38.00,37.00,34.00,2.00,2019.03.19,1.2700,0.1020,14.1000,8.6000,14.1000,2.4000,4.3000,22.2000,,5.4860,0.0790,,,,,,,,,,,,,,,,,,,,1884.0000,,,,,,,,,,,,,,,,2.6000,,,,,,,,,
914,1025A60,망월천,서울특별시 강동구 강일동(망월2교),한강유역환경청,2019,03,4회차,,127.00,10.00,38.00,37.00,34.00,2.00,2019.03.27,1.2400,0.0900,14.7000,8.9000,15.0000,2.5000,4.2000,22.8000,,5.2900,0.0830,,,,,,,,,,,,,,,,,,,,2800.0000,,,,,,,,,,,,,,,,2.8000,,,,,,,,,
915,1018A02,감이천,서울특별시 송파구 방이동(서부교),한강유역환경청,2019,03,1회차,,127.00,8.00,41.00,37.00,30.00,42.00,2019.03.05,,0.0300,11.0000,7.7000,13.2000,6.0000,7.6000,46.0000,,9.3250,0.3120,,,,,,,,,,,,,,,,,,,,601.0000,,,,,,,,,,,,,,,,2.7000,,,,,,,,,
916,1018A02,감이천,서울특별시 송파구 방이동(서부교),한강유역환경청,2019,03,2회차,,127.00,8.00,41.00,37.00,30.00,42.00,2019.03.11,,0.0350,9.4000,7.7000,12.6000,2.6000,5.2000,1.5000,,4.7410,0.1660,,,,,,,,,,,,,,,,,,,,540.0000,,,,,,,,,,,,,,,,3.2000,,,,,,,,,
917,1018A02,감이천,서울특별시 송파구 방이동(서부교),한강유역환경청,2019,03,3회차,,127.00,8.00,41.00,37.00,30.00,42.00,2019.03.19,,0.0360,13.7000,7.8000,11.9000,3.1000,8.1000,5.2000,,6.0910,0.3350,,,,,,,,,,,,,,,,,,,,556.0000,,,,,,,,,,,,,,,,3.4000,,,,,,,,,
918,1018A02,감이천,서울특별시 송파구 방이동(서부교),한강유역환경청,2019,03,4회차,,127.00,8.00,41.00,37.00,30.00,42.00,2019.03.27,0.8400,0.0410,13.6000,7.8000,11.8000,2.9000,4.5000,10.8000,,5.5480,0.2050,,,,,,,,,,,,,,,,,,,,555.0000,,,,,,,,,,,,,,,,3.2000,,,,,,,,,
919,1007A25,여주1,경기도 여주군 여주읍 홍문리 여주교,한강물환경연구소,2019,03,2회차,,127.00,38.00,52.00,37.00,17.00,48.00,2019.03.11,,,7.6000,8.2000,12.2000,1.2000,3.7000,3.6000,17.0000,3.0320,0.0220,,,,,,0.0000,,,,,,,11.1000,,,,,,,260.0000,,,2.3990,0.1170,16.0000,0.0050,2.9640,0.0080,,,,,,,,1.9000,,,,,,,,,
920,1007A25,여주1,경기도 여주군 여주읍 홍문리 여주교,한강물환경연구소,2019,03,3회차,,127.00,38.00,52.00,37.00,17.00,48.00,2019.03.18,,,8.1000,7.8000,12.5000,1.8000,3.4000,3.6000,,3.2500,0.0230,,,,,,,,,,,,,9.0000,,,,,,,270.0000,,,2.6510,0.2490,,0.0040,3.0930,0.0070,,,,,,,,,,,,,,,,,
921,1007A25,여주1,경기도 여주군 여주읍 홍문리 여주교,한강물환경연구소,2019,03,4회차,,127.00,38.00,52.00,37.00,17.00,48.00,2019.03.25,,,7.7000,8.0000,12.5000,1.4000,3.8000,4.2000,,2.9650,0.0350,,,,,,,,,,,,,10.8000,,,,,,,259.0000,,,2.4510,0.1360,,0.0010,2.9550,0.0090,,,,,,,,,,,,,,,,,
922,1007A40,여주2,경기도 여주군 능서면 내양리 양화나루,한강물환경연구소,2019,03,1회차,,127.00,34.00,28.00,37.00,21.00,15.00,2019.03.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,1007A40,여주2,경기도 여주군 능서면 내양리 양화나루,한강물환경연구소,2019,03,2회차,,127.00,34.00,28.00,37.00,21.00,15.00,2019.03.11,,,8.9000,8.3000,12.7000,1.8000,4.9000,25.0000,10.0000,2.9020,0.0660,,,,,,0.0000,,,,,,,17.6000,,,,,,,251.0000,,,2.3050,0.0460,1.0000,0.0050,2.7040,0.0080,,,,,,,,2.1000,,,,,,,,,
924,1007A40,여주2,경기도 여주군 능서면 내양리 양화나루,한강물환경연구소,2019,03,3회차,,127.00,34.00,28.00,37.00,21.00,15.00,2019.03.18,,,9.8000,7.9000,13.1000,1.6000,3.9000,13.9000,,2.7780,0.0280,,,,,,,,,,,,,12.3000,,,,,,,256.0000,,,2.3900,0.0670,,0.0030,2.6710,0.0070,,,,,,,,,,,,,,,,,
925,1007A40,여주2,경기도 여주군 능서면 내양리 양화나루,한강물환경연구소,2019,03,4회차,,127.00,34.00,28.00,37.00,21.00,15.00,2019.03.25,,,9.5000,8.2000,13.8000,1.7000,4.0000,8.3000,,2.8200,0.0370,,,,,,,,,,,,,11.7000,,,,,,,252.0000,,,2.3060,0.0910,,0.0020,2.7020,0.0070,,,,,,,,,,,,,,,,,
926,1101A27,진위천-1,경기도 안성시 양성면 난실리 난실교,한강물환경연구소,2019,03,1회차,,127.00,13.00,25.00,37.00,6.00,25.00,2019.03.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,1101A27,진위천-1,경기도 안성시 양성면 난실리 난실교,한강물환경연구소,2019,03,2회차,,127.00,13.00,25.00,37.00,6.00,25.00,2019.03.12,,0.0620,6.7000,8.0000,14.5000,0.4000,2.8000,0.6000,,2.3850,0.0250,,,,,,,,,,,,,,,,,,,,241.0000,,,1.5410,0.0100,,0.0060,2.1650,0.0200,,,,,,,,1.6000,,,,,,,,,
928,1101A27,진위천-1,경기도 안성시 양성면 난실리 난실교,한강물환경연구소,2019,03,3회차,,127.00,13.00,25.00,37.00,6.00,25.00,2019.03.19,,0.0530,9.3000,8.1000,12.6000,0.4000,2.5000,0.3000,,2.1950,0.0150,,,,,,,,,,,,,,,,,,,,244.0000,,,1.5670,0.0090,,0.0010,2.0300,0.0100,,,,,,,,1.3000,,,,,,,,,
929,1101A27,진위천-1,경기도 안성시 양성면 난실리 난실교,한강물환경연구소,2019,03,4회차,,127.00,13.00,25.00,37.00,6.00,25.00,2019.03.26,,0.1040,10.4000,8.1000,12.6000,0.3000,2.7000,1.0000,220.0000,2.4100,0.0550,,,,,,0.0000,,,,,,,2.8000,,,,,,,222.0000,,,1.7950,0.0110,16.0000,0.0040,2.2850,0.0250,,,,,,,,1.5000,,,,,,,,,
930,1101A28,성은천,경기도 용인시 처인구 남사면 원암리 원암교,한강물환경연구소,2019,03,1회차,,127.00,8.00,46.00,37.00,5.00,29.00,2019.03.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,1101A28,성은천,경기도 용인시 처인구 남사면 원암리 원암교,한강물환경연구소,2019,03,2회차,,127.00,8.00,46.00,37.00,5.00,29.00,2019.03.12,,0.0430,7.1000,7.8000,13.0000,0.9000,4.6000,1.6000,,4.8050,0.0700,,,,,,,,,,,,,,,,,,,,387.0000,,,2.2190,1.2970,,0.0210,4.6250,0.0500,,,,,,,,2.9000,,,,,,,,,
932,1101A28,성은천,경기도 용인시 처인구 남사면 원암리 원암교,한강물환경연구소,2019,03,3회차,,127.00,8.00,46.00,37.00,5.00,29.00,2019.03.19,,0.0450,9.2000,7.9000,11.7000,2.7000,6.3000,6.4000,,4.3650,0.0750,,,,,,,,,,,,,,,,,,,,411.0000,,,1.7710,1.3100,,0.0120,4.1650,0.0300,,,,,,,,2.8000,,,,,,,,,
933,1101A28,성은천,경기도 용인시 처인구 남사면 원암리 원암교,한강물환경연구소,2019,03,4회차,,127.00,8.00,46.00,37.00,5.00,29.00,2019.03.26,,0.0710,10.7000,7.8000,11.9000,0.9000,3.8000,1.0000,410.0000,3.0500,0.0850,,,,,,0.0000,,,,,,,3.9000,,,,,,,354.0000,,,1.9010,0.3540,110.0000,0.0160,3.0350,0.0800,,,,,,,,2.3000,,,,,,,,,
934,1101A29,진위천-2,경기도 용인시 처인구 남사면 봉명리 진위천교,한강물환경연구소,2019,03,1회차,,127.00,7.00,11.00,37.00,5.00,59.00,2019.03.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,1101A29,진위천-2,경기도 용인시 처인구 남사면 봉명리 진위천교,한강물환경연구소,2019,03,2회차,,127.00,7.00,11.00,37.00,5.00,59.00,2019.03.12,,0.2990,9.5000,8.0000,16.2000,1.0000,4.4000,1.5000,,3.1300,0.0500,,,,,,,,,,,,,,,,,,,,372.0000,,,2.1150,0.0440,,0.0180,3.0750,0.0450,,,,,,,,2.7000,,,,,,,,,
936,1101A29,진위천-2,경기도 용인시 처인구 남사면 봉명리 진위천교,한강물환경연구소,2019,03,3회차,,127.00,7.00,11.00,37.00,5.00,59.00,2019.03.19,,0.2250,14.1000,8.0000,13.7000,1.4000,4.7000,1.7000,,3.1800,0.0550,,,,,,,,,,,,,,,,,,,,359.0000,,,2.1030,0.0450,,0.0130,3.0550,0.0300,,,,,,,,2.5000,,,,,,,,,
937,1101A29,진위천-2,경기도 용인시 처인구 남사면 봉명리 진위천교,한강물환경연구소,2019,03,4회차,,127.00,7.00,11.00,37.00,5.00,59.00,2019.03.26,,0.3560,15.9000,8.1000,14.7000,1.2000,4.5000,1.9000,200.0000,2.8900,0.0750,,,,,,0.0000,,,,,,,4.6000,,,,,,,349.0000,,,1.9980,0.0330,0.0000,0.0090,2.7900,0.0600,,,,,,,,2.5000,,,,,,,,,
938,2504E25,C내동천,경상남도 창원시의창구 팔용동 3-13 유통교,낙동강유역환경청,2019,06,1회차,,128.00,38.00,17.00,35.00,13.00,17.00,2019.06.13,,,24.1000,7.3000,4.1000,1.0000,7.4000,10.8000,22000.0000,1.3000,0.1100,,,,,,,,,,,0.2070,,,,0.2880,,0.1400,,,10200.0000,,,,,,,,,0.3500,,,,,,,2.9000,,,,,,,0.0420,,
939,2504E25,C내동천,경상남도 창원시의창구 팔용동 3-13 유통교,낙동강유역환경청,2019,06,2회차,,128.00,38.00,17.00,35.00,13.00,17.00,2019.06.26,,,23.3000,7.3000,5.0000,2.4000,9.4000,315.0000,,,,,,,,,,,,,,,,,,,,,,,6690.0000,,,,,,,,,,,,,,,,4.4000,,,,,,,,,
940,2504E40,C송정천,부산광역시 강서구 송정동 1506-10 녹송2호교,낙동강유역환경청,2019,06,1회차,,128.00,50.00,14.00,35.00,5.00,26.00,2019.06.12,,,22.2000,7.6000,6.6000,7.5000,7.1000,30.7000,7700.0000,1.1220,0.1270,,,,,,,,,,,0.0540,,,,,0.1600,0.0200,,,38000.0000,,,,,,,,,0.9500,,,,,,,4.0000,,,,,,,0.0120,,
941,2504E40,C송정천,부산광역시 강서구 송정동 1506-10 녹송2호교,낙동강유역환경청,2019,06,2회차,,128.00,50.00,14.00,35.00,5.00,26.00,2019.06.19,,,23.6000,7.0000,7.5000,1.5000,5.1000,46.8000,,,,,,,,,,,,,,,,,,,,,,,44000.0000,,,,,,,,,,,,,,,,2.0000,,,,,,,,,
942,1007B10,팔당댐1,경기도 양평군 옥천면 아신리 다루레기나루터,한강물환경연구소,2019,06,21,0.5,127.00,25.00,47.00,37.00,30.00,28.00,2019.06.10,,,21.7000,7.8000,9.8000,6.1000,7.3000,9.1000,,1.8890,0.0740,,,,,,,,,,,,0.9000,77.6000,,,,,,,266.0000,,,1.6430,0.0070,,0.0100,1.6920,0.0300,,,,,,,,3.3000,,,,,,,,,
943,1007B10,팔당댐1,경기도 양평군 옥천면 아신리 다루레기나루터,한강물환경연구소,2019,06,23,4.0,127.00,25.00,47.00,37.00,30.00,28.00,2019.06.10,,,21.1000,7.8000,7.3000,4.2000,6.7000,7.5000,,1.8850,0.0700,,,,,,,,,,,,,54.0000,,,,,,,277.0000,,,1.6280,0.0330,,0.0120,1.7330,0.0290,,,,,,,,3.1000,,,,,,,,,
944,1007B10,팔당댐1,경기도 양평군 옥천면 아신리 다루레기나루터,한강물환경연구소,2019,06,35,8.0,127.00,25.00,47.00,37.00,30.00,28.00,2019.06.17,,,21.1000,8.2000,6.0000,1.0000,4.4000,4.1000,,2.0710,0.0280,,,,,,,,,,,,,10.0000,,,,,,,282.0000,,,1.5520,0.0740,,0.0080,1.9920,0.0150,,,,,,,,2.6000,,,,,,,,,
945,1007B10,팔당댐1,경기도 양평군 옥천면 아신리 다루레기나루터,한강물환경연구소,2019,06,41,0.5,127.00,25.00,47.00,37.00,30.00,28.00,2019.06.24,,,25.4000,8.8000,14.7000,3.5000,5.6000,6.2000,,1.5150,0.0390,,,,,,,,,,,,1.2000,28.4000,,,,,,,283.0000,,,1.2560,0.0090,,0.0040,1.3950,0.0140,,,,,,,,2.9000,,,,,,,,,
946,1017B10,팔당댐2,경기도 남양주시 조안면 능내리 댐앞,한강물환경연구소,2019,06,22,4.0,127.00,17.00,7.00,37.00,31.00,16.00,2019.06.10,,,21.7000,7.5000,9.8000,1.7000,5.1000,5.6000,32.0000,1.4940,0.0240,,,,,,,,,,,,,34.2000,,,,,,,246.0000,,,1.2970,0.0210,38.0000,0.0010,1.4290,0.0110,,,,,,,,2.5000,,,,,,,,,
947,1017B10,팔당댐2,경기도 남양주시 조안면 능내리 댐앞,한강물환경연구소,2019,06,32,4.0,127.00,17.00,7.00,37.00,31.00,16.00,2019.06.17,,,21.4000,7.6000,9.2000,1.6000,4.8000,3.7000,50.0000,1.6670,0.0210,,,,,,,,,,,,,14.8000,,,,,,,227.0000,,,1.2690,0.0300,27.0000,0.0020,1.6640,0.0090,,,,,,,,2.5000,,,,,,,,,
948,1017B10,팔당댐2,경기도 남양주시 조안면 능내리 댐앞,한강물환경연구소,2019,06,44,17.0,127.00,17.00,7.00,37.00,31.00,16.00,2019.06.24,,,18.1000,8.4000,7.4000,0.7000,3.2000,6.3000,410.0000,1.2090,0.0330,,,,,,,,,,,,,3.7000,,,,,,,118.0000,,,1.0010,0.0760,10.0000,0.0080,1.1850,0.0090,,,,,,,,1.9000,,,,,,,,,
949,1007B20,팔당댐3,경기도 양평군 양서면 신원리 월계사앞,한강물환경연구소,2019,06,13,4.0,127.00,22.00,3.00,37.00,31.00,35.00,2019.06.03,,,21.1000,8.1000,10.0000,3.4000,6.3000,6.5000,120.0000,1.6180,0.0310,,,,,,0.0000,,,,,,,33.7000,,,,,,,288.0000,,,1.3990,0.0130,3.0000,0.0030,1.5040,0.0150,,,,,,,,3.2000,,,,,,,,,
950,1007B20,팔당댐3,경기도 양평군 양서면 신원리 월계사앞,한강물환경연구소,2019,06,21,0.5,127.00,22.00,3.00,37.00,31.00,35.00,2019.06.10,,,23.2000,8.3000,13.8000,3.7000,5.8000,7.4000,,1.6300,0.0410,,,,,,,,,,,,1.0000,53.7000,,,,,,,276.0000,,,1.2810,0.0090,,0.0030,1.4410,0.0150,,,,,,,,2.9000,,,,,,,,,
951,1007B20,팔당댐3,경기도 양평군 양서면 신원리 월계사앞,한강물환경연구소,2019,06,33,4.0,127.00,22.00,3.00,37.00,31.00,35.00,2019.06.17,,,23.3000,8.3000,10.6000,3.2000,6.0000,5.9000,,1.9670,0.0300,,,,,,,,,,,,,29.2000,,,,,,,279.0000,,,1.4150,0.0090,,0.0040,1.7910,0.0160,,,,,,,,3.0000,,,,,,,,,
952,1015B40,팔당댐4,경기도 양평군 양서면 양수리 한강물환경연구소앞,한강물환경연구소,2019,06,25,8.0,127.00,18.00,39.00,37.00,32.00,28.00,2019.06.10,,,18.1000,8.0000,9.5000,1.1000,3.9000,3.1000,,1.2660,0.0170,,,,,,,,,,,,,15.0000,,,,,,,109.0000,,,1.1380,0.0160,,0.0010,1.1910,0.0070,,,,,,,,2.1000,,,,,,,,,
953,3008A52,대청,충북 청주시 현도면 하석리(대청교) 대청교,금강물환경연구소,2019,06,3회차,,127.00,28.00,39.00,36.00,28.00,23.00,2019.06.18,,33.4510,7.8000,7.2000,9.2000,0.9000,4.6000,1.0000,,1.7180,0.0110,,,,,,,,,,,,,2.3000,,,,,,,154.0000,,,1.3600,0.0150,,0.0020,1.7080,0.0070,,,,,,,,2.5000,,,,,,,,,
954,3008A52,대청,충북 청주시 현도면 하석리(대청교) 대청교,금강물환경연구소,2019,06,4회차,,127.00,28.00,39.00,36.00,28.00,23.00,2019.06.24,,32.3780,8.1000,7.4000,9.0000,0.5000,3.4000,0.5000,,2.2200,0.0280,,,,,,,,,,,,,1.6000,,,,,,,155.0000,,,1.3660,0.0530,,0.0010,2.1040,0.0130,,,,,,,,2.5000,,,,,,,,,
955,3008A55,용호천,대전광역시 대덕구 용호동 수도교,금강물환경연구소,2019,06,1회차,,127.00,27.00,16.00,36.00,26.00,43.00,2019.06.03,,0.1650,22.2000,8.1000,10.6000,1.1000,4.1000,4.2000,,1.2640,0.0860,,,,,,,,,,,,,,,,,,,,254.0000,,,,,,,,,,,,,,,,2.8000,,,,,,,,,
956,3008A55,용호천,대전광역시 대덕구 용호동 수도교,금강물환경연구소,2019,06,2회차,,127.00,27.00,16.00,36.00,26.00,43.00,2019.06.12,,0.1690,23.0000,7.9000,11.0000,1.2000,5.8000,7.1000,,1.4600,0.0890,,,,,,,,,,,,,,,,,,,,226.0000,,,,,,,,,,,,,,,,3.4000,,,,,,,,,
957,3008A55,용호천,대전광역시 대덕구 용호동 수도교,금강물환경연구소,2019,06,3회차,,127.00,27.00,16.00,36.00,26.00,43.00,2019.06.18,,0.0540,22.4000,7.6000,10.3000,1.0000,5.3000,6.3000,,1.0920,0.0860,,,,,,,,,,,,,,,,,,,,258.0000,,,,,,,,,,,,,,,,3.1000,,,,,,,,,
958,3008A55,용호천,대전광역시 대덕구 용호동 수도교,금강물환경연구소,2019,06,4회차,,127.00,27.00,16.00,36.00,26.00,43.00,2019.06.24,,0.0680,25.6000,7.8000,9.9000,0.9000,5.7000,4.5000,,1.2140,0.0570,,,,,,,,,,,,,,,,,,,,258.0000,,,,,,,,,,,,,,,,3.4000,,,,,,,,,
959,3008B40,대청댐1,대전광역시 동구 추동,금강물환경연구소,2019,06,11,0.2,127.00,29.00,44.00,36.00,22.00,16.00,2019.06.03,,,20.7000,8.5000,10.5000,1.2000,4.7000,1.7000,3.0000,1.7500,0.0360,,,,,,,,,,,,3.4000,4.0000,,,,,,,160.0000,,,1.1950,0.0240,1.0000,0.0010,1.6600,0.0210,,,,,,,,2.7000,,,,,,,,,
960,3008B40,대청댐1,대전광역시 동구 추동,금강물환경연구소,2019,06,13,10.0,127.00,29.00,44.00,36.00,22.00,16.00,2019.06.03,,,11.0000,8.0000,11.4000,1.2000,4.7000,2.1000,5.0000,1.8870,0.0290,,,,,,,,,,,,,5.5000,,,,,,,165.0000,,,1.1930,0.0830,0.0000,0.0020,1.7790,0.0160,,,,,,,,2.6000,,,,,,,,,
961,3008B40,대청댐1,대전광역시 동구 추동,금강물환경연구소,2019,06,15,17.0,127.00,29.00,44.00,36.00,22.00,16.00,2019.06.03,,,7.0000,7.6000,8.6000,0.7000,4.2000,1.6000,6.0000,1.8830,0.0330,,,,,,,,,,,,,3.4000,,,,,,,154.0000,,,1.3740,0.0410,1.0000,0.0020,1.8310,0.0200,,,,,,,,2.4000,,,,,,,,,
962,1018A18,양재천,서울특별시 서초구 우면동(우면교),한강유역환경청,2019,03,1회차,,127.00,2.00,2.00,37.00,28.00,6.00,2019.03.05,1.1800,0.3580,12.4000,7.1000,10.3000,2.2000,5.1000,11.4000,,7.3160,0.1600,,,,,,,,,,,,,,,,,,,,505.0000,,,,,,,,,,,,,,,,2.5000,,,,,,,,,
963,1018A18,양재천,서울특별시 서초구 우면동(우면교),한강유역환경청,2019,03,2회차,,127.00,2.00,2.00,37.00,28.00,6.00,2019.03.11,1.1700,0.3390,11.4000,7.0000,9.4000,2.3000,5.1000,6.6000,,8.0220,0.1350,,,,,,,,,,,,,,,,,,,,570.0000,,,,,,,,,,,,,,,,4.9000,,,,,,,,,
964,1018A18,양재천,서울특별시 서초구 우면동(우면교),한강유역환경청,2019,03,3회차,,127.00,2.00,2.00,37.00,28.00,6.00,2019.03.19,1.1100,0.1630,14.7000,7.3000,11.3000,4.9000,7.9000,38.4000,,9.5860,0.2530,,,,,,,,,,,,,,,,,,,,570.0000,,,,,,,,,,,,,,,,5.3000,,,,,,,,,
965,1018A18,양재천,서울특별시 서초구 우면동(우면교),한강유역환경청,2019,03,4회차,,127.00,2.00,2.00,37.00,28.00,6.00,2019.03.27,1.1800,0.3580,15.2000,7.4000,11.5000,3.9000,6.2000,21.0000,,7.9480,0.2820,,,,,,,,,,,,,,,,,,,,502.0000,,,,,,,,,,,,,,,,4.6000,,,,,,,,,
966,1018A26,중랑천-1,경기도 양주시 마전동(암매교),한강유역환경청,2019,03,1회차,,127.00,2.00,55.00,37.00,45.00,44.00,2019.03.06,0.9100,0.1850,11.6000,7.0000,13.3000,0.6000,4.5000,2.1000,,6.0930,0.1320,,,,,,,,,,,,,,,,,,,,394.0000,,,,,,,,,,,,,,,,2.7000,,,,,,,,,
967,1018A26,중랑천-1,경기도 양주시 마전동(암매교),한강유역환경청,2019,03,2회차,,127.00,2.00,55.00,37.00,45.00,44.00,2019.03.12,0.9100,0.1660,9.4000,7.4000,11.5000,1.0000,4.2000,6.0000,,6.8380,0.0660,,,,,,,,,,,,,,,,,,,,408.0000,,,,,,,,,,,,,,,,3.7000,,,,,,,,,
968,1018A26,중랑천-1,경기도 양주시 마전동(암매교),한강유역환경청,2019,03,3회차,,127.00,2.00,55.00,37.00,45.00,44.00,2019.03.20,0.9000,0.2140,12.1000,6.9000,11.7000,1.3000,4.6000,4.9000,,7.7730,0.1100,,,,,,,,,,,,,,,,,,,,416.0000,,,,,,,,,,,,,,,,3.2000,,,,,,,,,
969,1018A26,중랑천-1,경기도 양주시 마전동(암매교),한강유역환경청,2019,03,4회차,,127.00,2.00,55.00,37.00,45.00,44.00,2019.03.28,0.9100,0.2110,13.6000,7.2000,13.8000,2.5000,7.7000,28.4000,,7.6390,0.1000,,,,,,,,,,,,,,,,,,,,413.0000,,,,,,,,,,,,,,,,4.4000,,,,,,,,,
970,1019A07,창릉천-1,경기도 고양시 덕양구 효자동(장산교),한강유역환경청,2019,03,1회차,,126.00,57.00,0.00,37.00,39.00,24.00,2019.03.05,0.9800,0.0720,10.0000,9.2000,11.2000,1.3000,2.9000,1.6000,,3.4080,0.0740,,,,,,,,,,,,,,,,,,,,189.0000,,,,,,,,,,,,,,,,1.5000,,,,,,,,,
971,1019A07,창릉천-1,경기도 고양시 덕양구 효자동(장산교),한강유역환경청,2019,03,2회차,,126.00,57.00,0.00,37.00,39.00,24.00,2019.03.11,0.9800,0.0790,9.4000,9.0000,12.6000,3.0000,4.2000,3.6000,,2.9510,0.1290,,,,,,,,,,,,,,,,,,,,189.0000,,,,,,,,,,,,,,,,3.4000,,,,,,,,,
972,1019A07,창릉천-1,경기도 고양시 덕양구 효자동(장산교),한강유역환경청,2019,03,3회차,,126.00,57.00,0.00,37.00,39.00,24.00,2019.03.19,0.9800,0.0730,13.3000,9.5000,11.8000,1.6000,3.5000,4.8000,,2.2770,0.1260,,,,,,,,,,,,,,,,,,,,164.0000,,,,,,,,,,,,,,,,1.8000,,,,,,,,,
973,1019A07,창릉천-1,경기도 고양시 덕양구 효자동(장산교),한강유역환경청,2019,03,4회차,,126.00,57.00,0.00,37.00,39.00,24.00,2019.03.27,1.0200,0.1220,11.4000,7.7000,9.8000,1.4000,2.4000,1.5000,,2.5680,0.0820,,,,,,,,,,,,,,,,,,,,141.0000,,,,,,,,,,,,,,,,1.7000,,,,,,,,,
974,1019A09,창릉천-2,경기도 고양시 덕양구 지축동(통일교),한강유역환경청,2019,03,1회차,,126.00,54.00,55.00,37.00,38.00,35.00,2019.03.05,0.4000,0.0230,10.2000,8.7000,10.3000,0.4000,1.7000,1.0000,,2.9260,0.0130,,,,,,,,,,,,,,,,,,,,233.0000,,,,,,,,,,,,,,,,1.1000,,,,,,,,,
975,1019A09,창릉천-2,경기도 고양시 덕양구 지축동(통일교),한강유역환경청,2019,03,2회차,,126.00,54.00,55.00,37.00,38.00,35.00,2019.03.11,0.4100,0.0270,8.2000,7.5000,11.8000,1.0000,3.4000,0.1000,,2.7220,0.0090,,,,,,,,,,,,,,,,,,,,222.0000,,,,,,,,,,,,,,,,2.7000,,,,,,,,,
976,1019A09,창릉천-2,경기도 고양시 덕양구 지축동(통일교),한강유역환경청,2019,03,3회차,,126.00,54.00,55.00,37.00,38.00,35.00,2019.03.19,0.4100,0.0240,11.4000,7.5000,11.4000,0.8000,1.5000,2.0000,,3.0530,0.0150,,,,,,,,,,,,,,,,,,,,238.0000,,,,,,,,,,,,,,,,1.0000,,,,,,,,,
977,1019A09,창릉천-2,경기도 고양시 덕양구 지축동(통일교),한강유역환경청,2019,03,4회차,,126.00,54.00,55.00,37.00,38.00,35.00,2019.03.27,0.4700,0.0410,9.6000,7.6000,10.3000,0.7000,1.7000,1.0000,,2.8650,0.0160,,,,,,,,,,,,,,,,,,,,172.0000,,,,,,,,,,,,,,,,1.1000,,,,,,,,,
978,1019A47,공릉천-1,경기도 고양시 덕양구 선유동(능선교),한강유역환경청,2019,03,1회차,,126.00,54.00,52.00,37.00,40.00,24.00,2019.03.05,1.1700,0.3270,11.3000,9.1000,12.1000,1.2000,3.4000,3.0000,,4.0280,0.0130,,,,,,,,,,,,,,,,,,,,322.0000,,,,,,,,,,,,,,,,1.6000,,,,,,,,,
979,1019A47,공릉천-1,경기도 고양시 덕양구 선유동(능선교),한강유역환경청,2019,03,2회차,,126.00,54.00,52.00,37.00,40.00,24.00,2019.03.11,1.1700,0.2710,10.0000,8.7000,12.7000,1.5000,4.0000,1.6000,,2.9650,0.0070,,,,,,,,,,,,,,,,,,,,316.0000,,,,,,,,,,,,,,,,3.8000,,,,,,,,,
980,1019A47,공릉천-1,경기도 고양시 덕양구 선유동(능선교),한강유역환경청,2019,03,3회차,,126.00,54.00,52.00,37.00,40.00,24.00,2019.03.19,1.1700,0.2650,13.8000,8.9000,12.7000,1.6000,3.5000,2.5000,,2.6630,0.0080,,,,,,,,,,,,,,,,,,,,337.0000,,,,,,,,,,,,,,,,2.1000,,,,,,,,,
